,neg,pos,neut
chrisbrown,0,0,1
chrisbrownonehellofanighttour,0,1,0
chrisette,0,1,0
chrisevan,0,0,4
chrisfanatic,0,1,0
chrisma,0,1,0
chrissy,2,1,1
christ,4,13,15
christa,0,3,0
christchurch,0,1,0
christen,0,2,0
christening,0,0,3
christi,0,0,1
christian,26,19,49
christiana,1,0,0
christianity,7,4,12
christians,99,56,149
christianty,0,0,1
christie,6,5,11
christina,1,10,3
christine,1,1,2
christma,1,9,5
christmas,19,97,71
christmassy,0,1,0
christofascist,1,0,0
christopher,2,5,1
christy,1,1,0
chritianity,0,0,1
chrome,3,0,1
chromesetprinterinfoxcfc,1,0,0
chromesthesia,0,0,1
chronic,0,1,0
chronicle,0,2,1
chroniclel,0,0,1
chronicler,0,0,1
chrysler,0,0,1
chsocm,0,1,0
chuba,0,0,1
chuck,13,31,71
chuckin,0,0,2
chuckle,0,2,4
chucknorris,0,0,1
chucknorrisfact,0,0,1
chucktodd,0,0,1
chucky,0,0,2
chuene,0,0,1
chuff,0,1,1
chug,0,1,0
chuha,0,0,1
chukwu,0,1,0
chum,0,3,1
chummy,0,1,0
chump,0,0,1
chums,1,0,0
chun,0,1,0
chund,1,0,0
chunee,0,1,0
chungking,0,0,1
chunin,0,0,2
chunji,0,5,2
chunjiday,0,1,2
chunk,2,3,3
chunky,0,1,0
chupa,0,0,1
chups,0,0,1
churcfofchrist,0,1,0
church,24,133,74
churchflow,0,0,1
churchgate,0,0,1
churchill,0,1,1
churchpop,0,1,0
churchultimate,0,0,1
churn,1,1,0
chutiyaan,0,0,1
chutney,0,1,0
chutzpah,0,0,1
chuutalk,0,0,1
chux,0,0,1
chvrches,0,1,0
chw,0,0,1
chychytcuit,0,0,1
chynna,0,0,1
ci,1,0,1
cian,0,0,1
ciao,0,0,1
ciara,0,1,3
ciarans,0,1,0
cibc,0,0,2
cicely,0,0,1
cici,0,0,1
ciclavia,0,1,0
cics,0,1,0
cidades,0,1,0
cider,1,3,0
cidre,0,0,1
ciecmate,0,0,1
cielo,0,0,1
cientology,0,0,1
cif,3,3,3
cigar,0,3,2
cigarette,3,0,4
cilla,0,0,2
cimb,1,2,2
cimbclassic,0,1,1
cin,0,0,1
cinch,0,2,0
cinci,0,1,1
cincin,0,0,1
cincinati,0,1,0
cincinatti,0,0,1
cincinnati,0,7,8
cinco,1,0,4
cincodemayo,0,2,0
cincy,0,1,2
cincytenni,0,1,1
cincytennis,0,7,1
cinder,0,0,1
cinderalla,0,1,0
cinderella,0,2,2
cindy,0,3,0
cinealta,0,1,0
cinelove,0,0,1
cinema,6,40,17
cinemagic,0,0,1
cinemark,0,0,1
cinemas,0,4,0
cinematic,0,3,1
cinematically,0,0,1
cinemaunderthestars,0,0,1
cinemonkeys,0,1,0
cineplex,0,1,1
cineworld,0,2,1
cio,0,1,4
cira,1,0,0
circa,0,0,1
circe,1,4,4
circle,2,4,5
circoloco,2,13,3
circuit,3,3,5
circular,0,0,1
circulate,1,0,1
circulation,1,0,1
circumnavigate,1,0,0
circumstance,1,3,1
circus,3,2,3
circuses,0,0,1
cirencester,0,0,1
cirque,0,2,1
cis,0,0,1
cisco,0,2,0
ciscos,0,1,0
ciswrug,0,0,1
cit,1,5,6
citation,0,0,1
cite,1,3,5
citeh,0,0,1
citi,0,5,5
cities,0,2,1
citiez,0,1,3
citifield,0,1,0
citing,0,0,1
citizen,19,2,15
citizens,1,4,3
citizenship,3,1,9
citizenshipanchor,1,0,0
city,52,139,179
cityamp,0,1,0
citychick,0,1,0
cityman,1,1,0
citysurf,0,1,0
cityswag,0,1,1
citytech,0,1,0
civalwar,0,1,0
civic,1,1,2
civics,1,0,0
civil,3,10,13
civilian,7,0,2
civilisation,0,0,1
civility,0,0,1
civilization,0,0,2
civilized,1,0,0
civilwar,0,1,1
cj,1,2,6
cjd,0,1,0
cji,0,0,1
ck,0,3,0
ckrcomp,0,1,0
ckt,0,1,0
cl,3,7,12
clady,1,0,0
claim,31,19,47
claimed,1,0,0
claire,0,7,1
clairmont,0,1,1
clam,0,0,1
clamchowder,0,1,0
clamp,0,0,1
clan,1,2,3
clap,2,2,3
clapham,0,0,1
clappin,1,0,0
clapton,1,0,3
clar,0,0,1
clara,0,1,1
clare,0,1,1
clarendon,0,1,0
claret,0,1,2
clarice,1,1,1
claridges,0,0,1
clarification,0,3,1
clarify,1,2,7
clarinet,0,1,1
clarissa,0,0,2
clarity,1,0,1
clark,0,1,6
clarke,3,3,8
clarkson,1,10,1
clarksville,0,0,1
claro,0,1,1
clary,1,0,0
clash,7,7,22
clashes,0,1,1
clasico,3,5,2
class,68,135,156
classes,0,1,2
classic,13,53,43
classical,0,4,4
classicmovielotto,0,0,1
classico,3,2,2
classification,0,0,1
classified,0,0,2
classify,0,0,1
classless,0,0,1
classmate,2,1,2
classof,0,1,0
classpagepandroid,0,1,0
classroom,1,2,1
classy,0,5,1
clattenberg,0,0,1
clattenburg,1,0,0
clatter,1,0,0
claude,0,0,1
claus,1,0,2
clause,1,0,4
clavicle,0,0,1
claw,0,0,2
clay,1,0,5
clays,0,0,1
clayton,1,1,3
claytoneer,0,1,0
claytons,0,0,6
clc,0,1,0
cle,0,1,3
clean,4,26,20
cleaner,0,2,0
cleanin,1,0,0
cleaning,0,2,1
cleanliness,0,0,1
cleanly,0,1,0
cleans,0,0,1
cleanse,1,0,1
cleanup,0,2,5
clear,15,21,43
clearance,1,6,1
clearly,12,11,10
cleartheshelter,0,1,1
clearwire,0,2,10
cleat,0,0,1
cleavage,0,1,2
cleg,0,1,0
clegg,0,0,2
clemency,0,0,2
clement,0,0,1
clemmons,0,0,1
clemson,1,3,20
cleo,1,1,1
cleric,0,1,1
clerk,7,0,13
cleve,1,0,0
cleveland,6,6,24
clevelands,0,0,1
clever,3,5,2
cleverly,0,1,0
clevz,0,0,1
clg,1,0,0
clhrday,0,0,1
cli,0,0,1
clich,0,1,0
cliche,1,1,1
clichehiamplug,0,0,1
click,13,10,27
clickbait,0,1,0
clicking,0,0,1
clickst,0,0,2
clicrecs,0,1,0
client,0,4,8
clients,0,1,0
clif,0,0,2
cliff,8,5,4
cliffgpbin,0,0,1
clifford,0,1,4
clifton,0,1,1
clima,1,0,0
climactic,1,0,0
climate,3,5,6
climatechange,0,1,2
climax,0,1,1
climb,1,10,6
climbing,1,3,2
clinch,0,5,3
clinic,2,4,6
clinical,0,0,2
clinks,0,1,0
clint,0,0,1
clinto,0,0,1
clinton,11,9,32
clintons,0,0,2
clip,2,16,17
clipboard,0,1,0
clipper,2,3,1
clippernation,0,1,0
clippers,4,4,7
clipping,0,0,1
clipps,0,1,0
clippy,0,1,0
clipsboth,0,0,1
clique,0,1,1
clitoris,1,1,0
cllrjsaunders,0,1,0
clobber,1,0,2
clock,6,12,29
clockenflap,1,0,0
clocktower,0,0,2
clockwinder,0,0,1
clockwise,0,0,1
clog,2,1,0
clone,0,1,0
clonewars,0,0,1
clooney,0,2,12
close,51,103,156
closed,2,0,7
closely,1,1,3
closeness,0,0,1
closer,0,8,4
closet,3,3,3
closeup,0,0,1
closexout,0,0,1
closing,1,3,8
closr,0,0,1
closure,1,0,3
cloth,0,2,1
clothe,4,10,6
clothed,0,0,1
clothing,1,1,4
cloud,2,21,37
cloudbnb,0,0,1
cloudcuckooland,1,0,0
cloudy,0,2,3
clout,0,0,2
clover,0,1,0
clovis,1,1,0
clown,5,4,7
clowney,0,0,2
clownvis,0,1,0
clr,0,0,1
clrly,1,0,0
clt,0,0,3
club,22,114,149
clubbin,0,1,0
clubfitness,0,1,1
clubfriday,0,0,1
clubhouse,1,4,7
clubroom,0,0,1
clubs,0,2,0
clubsbl,0,0,1
clubstore,0,0,1
clue,7,3,6
clueless,4,2,3
cluelessness,0,0,1
cluess,0,1,0
clumsy,0,2,1
clunge,0,1,0
clutch,0,6,7
clyde,0,0,1
cm,1,9,10
cma,0,3,2
cmaaward,0,2,0
cmafest,0,1,0
cmag,2,0,0
cmas,0,0,1
cmat,0,1,0
cmchat,0,0,1
cme,0,4,11
cmh,0,0,2
cmie,0,1,0
cmmc,0,1,0
cmon,133,102,159
cmonheart,0,1,0
cmonman,1,0,0
cmonn,0,1,0
cmp,1,1,0
cmpt,1,0,0
cmst,0,0,1
cmu,0,2,1
cmx,0,1,0
cnbc,1,1,2
cnblue,1,0,12
cne,0,1,0
cnet,2,2,0
cnis,0,3,2
cnn,20,17,24
cnnmoney,1,1,0
cnnpolitics,1,0,0
cnozlnrf,0,0,1
cns,1,0,0
cntent,0,0,1
cntrltour,0,0,1
cny,3,1,5
coac,0,0,1
coach,18,46,143
coachella,0,1,2
coaches,0,0,3
coaching,3,4,4
coal,2,1,2
coalition,4,2,18
coas,0,1,0
coast,8,9,23
coastal,0,0,4
coaster,0,2,0
coasters,0,1,0
coastguard,0,1,0
coasttocoast,0,1,0
coat,0,2,2
coatbridge,0,0,1
coates,0,1,0
coattail,0,0,1
cobain,18,44,47
cobb,1,0,1
cobblestone,0,2,0
cobbling,0,0,1
cobham,0,5,4
cobo,0,1,0
cobra,0,1,0
cobras,0,0,1
cobweb,0,0,1
coby,1,0,0
coc,1,0,0
coca,0,2,0
cocaine,0,1,2
cocanougher,0,0,1
cochrane,0,0,1
cock,3,0,1
cocker,0,0,1
cockerel,0,0,1
cockroach,1,1,0
cockspur,0,0,1
cocksucker,1,0,0
cocktail,1,8,3
cocktails,0,0,1
cocky,2,0,0
coco,0,3,1
cocoa,0,0,1
coconscious,0,0,2
coconut,1,0,1
cocoon,0,1,0
cocotte,0,0,1
cod,1,2,3
coda,0,0,2
coddyy,0,1,0
code,3,11,15
codered,0,1,0
codger,0,1,0
codigame,0,1,0
coding,0,0,1
cody,0,5,1
codys,0,0,1
codyschat,0,0,1
coe,0,1,0
coen,0,0,1
coetzee,0,0,1
coexist,0,0,1
cof,0,2,0
coffe,0,1,0
coffee,16,68,40
coffer,1,0,0
coffey,0,0,1
coffeyville,0,0,1
coffin,1,0,1
cofield,1,3,6
cog,0,0,1
cogent,0,0,1
cognition,0,1,0
cognos,0,1,0
cohen,0,11,8
cohoesnuts,0,0,1
cohort,0,0,1
coi,1,0,0
coil,0,1,0
coin,1,2,7
coincide,1,1,2
coincidence,0,10,8
coincidental,1,0,0
coincidentally,0,1,0
coinciding,0,0,1
coins,0,0,2
coira,0,0,1
coke,3,3,6
coker,1,0,1
col,0,2,4
cola,0,3,0
colab,1,1,1
colabello,0,0,1
colbert,0,12,7
colbertlateshow,1,0,0
colberts,1,0,0
colby,0,1,4
colchester,0,1,0
cold,19,37,37
coldness,0,1,0
coldplay,1,6,2
coldrick,0,0,1
coldsummernight,0,0,1
coldwater,0,0,1
coldweather,0,0,1
cole,15,69,72
coleg,0,1,0
coleman,1,0,2
coles,1,3,2
coleswindell,0,1,0
colfax,0,0,1
colga,0,0,1
colgan,1,0,0
colgate,0,1,0
coli,0,0,1
colin,1,2,6
colincowherd,0,0,1
coliseum,0,7,9
collab,2,6,9
collabo,0,1,0
collaborate,0,2,1
collaboration,1,3,2
collaborative,0,1,1
collapse,6,1,12
collar,0,8,7
collateral,0,0,2
collation,0,0,1
colleague,1,3,5
collect,1,7,8
collecting,0,1,0
collection,3,12,16
collective,0,4,2
collectively,0,0,3
collector,1,5,2
college,15,69,71
collegefever,0,0,1
collegegoal,0,1,0
collegeproblem,0,0,1
collegevisit,0,1,0
collegian,0,1,0
collegiate,0,1,2
collide,3,0,3
collins,4,5,6
collinsworth,0,0,1
collision,1,0,0
collison,0,0,1
colloccini,0,1,0
collocini,0,0,1
colly,0,1,0
colm,1,0,0
colman,1,0,0
colne,0,2,0
colo,2,1,0
coloccini,1,1,1
colocinni,1,0,0
colombia,0,6,4
colombian,0,1,1
colon,0,1,1
colonel,1,0,2
colonial,1,0,0
colonise,0,0,1
colonist,0,0,1
colonize,1,0,0
colonna,0,1,0
colonnade,0,1,0
colonne,0,0,1
colony,0,1,1
color,5,14,10
colorado,2,6,11
colored,0,1,0
colorful,0,0,1
coloring,0,1,0
colors,0,0,1
colorsofchampion,0,1,0
colossal,0,2,0
colosseum,0,1,0
colossus,0,1,0
coloum,0,0,1
colour,3,7,3
colourful,0,2,0
colt,0,16,8
colto,0,0,1
colton,2,4,3
colts,3,23,15
coltsnation,0,1,0
coltsvs,0,1,0
columbia,1,2,4
columbiana,0,0,1
columbus,2,5,8
column,4,7,14
columnist,1,0,3
columnista,1,0,0
columnists,0,0,1
colvin,1,2,6
colvschc,0,0,1
colwell,0,1,0
com,1,2,2
coma,1,1,2
coman,0,0,2
comandment,0,0,1
comb,3,0,0
comback,0,1,0
combat,0,1,2
combe,0,1,0
combination,0,5,1
combine,4,5,14
combined,1,0,2
combo,2,10,3
comburent,0,0,1
comcast,1,5,6
come,295,1272,1023
comeback,1,18,6
comedian,3,4,8
comedians,0,0,1
comedy,4,43,27
comedyawards,0,1,0
comedygold,0,2,0
comely,0,0,1
comeon,0,0,1
comeonengland,0,1,0
comeonman,1,0,0
comeonyoublue,0,1,0
comepos,0,1,0
comer,0,1,1
comerica,0,2,1
comes,0,0,1
comeseeme,0,1,0
cometogether,0,5,1
comets,0,1,0
comeupance,1,0,0
comfort,0,8,6
comfortable,1,9,4
comfortably,0,1,0
comforting,0,3,0
comfy,0,2,1
comi,0,1,0
comic,0,19,11
comical,0,4,1
comically,0,1,0
comicon,1,13,6
comics,0,1,1
comicswapmeet,0,0,1
comin,1,6,3
coming,2,0,3
comingfullcircle,0,0,1
comingthebachelorau,0,1,0
cominn,1,0,0
comm,2,4,2
command,3,6,6
commander,2,1,6
commanders,0,0,6
commandment,2,0,4
commandments,1,0,0
commando,0,1,1
comme,0,0,2
commemorate,0,2,1
commemorative,0,1,1
commence,0,1,1
commencement,0,2,0
commend,0,0,1
comment,30,24,41
commentary,1,7,10
commentator,2,1,5
commentaward,0,0,1
comments,0,0,1
commer,1,0,0
commerce,1,1,3
commercial,11,8,21
commercialisation,0,0,1
commericial,0,1,0
commet,0,0,1
commi,0,0,1
commission,2,3,4
commissioner,3,1,2
commit,11,4,7
commitment,1,5,10
commitmitt,0,2,0
committal,0,1,0
committed,0,1,0
committee,3,0,16
committoyourpractice,0,0,1
commo,0,0,1
commodity,0,0,1
common,11,9,17
commoner,0,0,1
commons,0,2,5
commonweath,0,1,0
commotion,0,1,1
comms,0,1,0
commu,0,0,1
communal,2,1,1
communale,0,1,0
communication,4,2,1
communique,1,0,0
communism,0,0,1
communist,4,2,1
communities,0,0,1
community,10,29,25
communityenergy,0,0,1
communitysaigonheatcom,0,0,1
commute,2,0,2
commuter,1,0,1
como,1,0,3
comotto,0,1,0
comp,1,13,6
compact,0,0,2
companies,1,0,0
companion,0,1,0
company,11,32,37
companys,0,1,1
comparable,1,0,4
comparatively,0,1,0
compare,22,20,33
comparison,0,3,11
compassion,1,2,1
compassionate,2,0,1
compatable,1,0,0
compatibility,0,1,2
compatible,2,3,5
compel,0,2,4
compelling,0,1,1
compensate,0,0,1
compensation,1,0,1
compete,6,13,10
competence,1,0,0
competent,0,2,0
competion,0,0,1
competition,4,18,26
competitive,0,9,3
competitor,0,1,0
compex,0,1,0
compilation,0,2,1
compile,0,0,1
compl,0,0,1
compla,1,0,0
complacent,1,0,1
complain,8,4,15
complaining,1,0,0
complaint,3,0,10
comple,0,0,1
complement,0,2,1
complementary,0,2,1
complete,15,34,34
completely,15,10,16
completeness,0,0,1
completerichness,0,1,0
completes,0,0,1
completion,1,1,1
completley,0,1,0
complex,0,1,1
compliance,0,1,0
compliant,1,0,1
complicate,0,0,1
complicated,0,0,3
complication,1,1,0
complicit,1,0,1
compliment,0,4,0
complimentary,0,2,2
comply,0,0,4
compose,1,1,3
composed,0,1,0
composer,0,7,1
composite,1,0,1
composition,0,0,2
compote,0,1,0
compounce,0,1,0
comprehend,0,0,1
comprehensive,0,1,2
compromise,2,0,1
compton,5,25,32
compulsion,0,0,3
compulsory,0,1,1
compute,0,0,1
computer,11,3,17
computers,0,0,1
computerworld,0,0,1
computicket,0,1,1
computing,0,4,4
comrade,0,2,0
comradeoftheday,0,1,0
comunication,0,0,1
comw,0,0,1
conan,1,1,0
conce,0,1,0
conceal,0,0,2
concede,2,1,5
conceet,0,1,0
conceited,0,1,0
concelebrat,0,2,0
concentrate,0,4,2
concentration,1,0,1
concenttrate,0,0,1
concepcion,0,1,0
concept,2,4,5
conception,0,1,1
conceptual,1,1,1
concern,13,9,15
concerned,6,5,7
concerrt,0,1,0
concert,59,335,250
concertday,0,1,0
concertreview,0,0,1
concerts,0,0,3
concertseason,0,1,0
concession,0,0,1
concessions,0,0,1
concet,0,1,0
conclude,2,2,10
conclusion,3,1,2
conclusive,1,0,0
concomitant,0,0,1
concord,1,1,5
concordia,1,0,1
concords,3,1,3
concourse,1,1,1
concra,0,0,1
concrete,1,2,4
concur,0,2,0
concussion,2,2,5
condemn,3,2,7
condemnable,1,0,0
condemnation,1,0,0
condender,0,1,0
condense,0,0,1
condesa,0,0,1
condiment,0,1,1
condit,0,1,0
condition,2,3,8
conditioner,0,0,1
conditioning,0,0,2
condo,1,1,0
condolance,0,1,0
condole,0,0,2
condolenc,0,1,0
condolence,1,9,4
condolences,1,0,0
condom,1,0,1
condominium,0,1,0
conducive,0,0,1
conduct,0,2,5
cone,0,7,2
coney,0,1,1
conf,1,0,4
confab,0,0,1
confederacy,1,0,1
confederate,2,0,1
conference,6,31,42
confes,0,0,1
confess,0,1,3
confession,2,2,1
confessional,1,3,3
confidence,2,3,15
confident,2,4,6
confidential,0,0,4
confidently,0,1,0
confidentness,0,0,2
confinement,0,0,1
confirm,11,39,96
confirmation,1,1,3
confirmed,0,0,3
confiscate,0,0,3
confli,0,0,1
conflict,4,2,17
conflicted,1,0,0
conflicting,1,0,0
conform,0,0,1
confront,0,4,5
confrontation,1,0,1
confronts,0,0,1
confuse,6,2,16
confused,13,1,10
confusing,1,1,1
confusion,1,0,6
cong,0,1,4
congenial,1,0,0
conger,0,1,0
congerie,0,0,1
congi,1,1,0
conglomeration,0,0,1
congra,0,1,0
congradulate,0,0,1
congrat,0,64,2
congrats,1,9,1
congratulate,0,6,3
congratulation,1,32,2
congratulations,0,9,0
congratz,0,1,0
congre,0,0,1
congree,0,0,1
congregate,0,1,1
congregatin,0,1,0
congregationpb,0,0,1
congress,24,16,48
congressfarmersampdalit,0,0,1
congressional,0,2,5
congressman,1,0,3
congrss,0,0,1
coni,2,0,8
conjectural,0,0,1
conjunct,0,0,1
conjunction,0,1,2
conjure,0,0,1
conmebol,0,1,0
conn,1,1,0
conneaut,0,0,1
connect,4,16,5
connected,0,1,0
connectedcareers,0,0,1
connecticut,0,2,4
connection,5,5,8
connections,0,2,0
connectivity,0,0,1
connector,1,0,0
connoiss,0,0,1
connoisseurship,0,0,1
connolly,0,1,0
connor,2,5,4
connors,0,0,1
connotative,0,0,5
connote,0,0,1
conor,4,77,28
conormcgregor,0,1,0
conormcgregorvjosealdo,0,0,1
conquer,1,7,3
conquest,0,1,1
conrad,2,2,10
conroy,0,0,1
cons,0,0,2
conscience,0,0,5
conscientious,1,0,0
conscious,1,3,2
consecutive,4,20,10
consensus,0,1,0
consent,1,0,1
consequence,3,0,3
consequently,0,0,1
consert,0,0,1
conserv,0,1,0
conservation,0,0,1
conservative,16,6,22
conservatives,0,0,2
conservatory,0,1,0
conside,0,0,1
consider,21,32,64
considerate,0,1,0
consideration,1,1,3
consist,2,13,7
consistency,2,1,1
consistent,0,1,0
consistently,0,5,3
consolation,0,1,1
console,4,12,15
consoli,0,1,0
consolidate,0,1,0
consolidation,0,0,1
consortium,0,0,1
conspicuous,1,0,0
conspiracy,3,2,5
conspirator,0,0,1
const,2,0,2
constant,1,0,3
constantcontact,0,2,1
constantine,1,0,2
constantly,2,3,2
constellation,1,0,0
consternation,0,0,1
constituency,0,0,2
constituent,1,0,0
constitute,0,1,3
constitution,16,7,21
constitutional,2,0,4
constitutionality,0,0,1
constitutionally,0,0,1
constitutionth,1,0,0
constitutionthe,0,0,1
construction,0,1,5
consult,1,1,0
consultant,0,1,1
consultation,0,1,1
consultin,0,0,1
consulting,0,1,0
consume,1,2,1
consumer,3,6,7
consumers,0,0,2
consummate,0,0,1
consumption,1,0,1
cont,6,2,25
contact,11,24,44
contactcenter,0,1,0
contactee,0,0,1
contagious,3,0,0
contain,1,7,7
container,0,2,0
contaldo,0,1,0
contaminant,0,0,1
contaminate,0,0,1
contamination,1,0,0
conte,0,0,1
contemp,0,1,0
contemplate,1,2,0
contemplation,1,0,5
contemporary,0,2,0
contempt,1,0,2
contend,0,1,3
contender,1,3,7
content,3,13,12
contention,1,6,7
contentmarketing,0,0,1
contest,4,26,19
contestant,2,2,6
context,2,2,8
contextualize,0,0,1
continent,2,0,0
continental,0,1,2
contingency,0,0,1
contingent,0,1,0
continu,0,0,1
continua,0,0,1
continually,0,1,1
continue,34,55,74
continued,0,0,2
continuity,0,0,1
continuous,0,0,1
continuously,1,0,0
contra,1,0,1
contraband,3,3,5
contract,5,12,24
contractor,0,0,1
contractrsm,0,1,0
contradiction,1,0,1
contradictory,0,0,1
contrary,1,4,2
contrast,1,0,7
contrasts,0,0,1
contribute,0,0,4
contribution,2,4,3
control,26,11,39
controller,3,5,12
controlthecontrollable,0,0,1
controversial,2,3,6
controversy,4,4,9
conure,1,0,0
convene,0,0,2
convenience,0,1,0
convenient,1,1,4
conveniently,1,0,1
convent,0,0,1
convention,2,3,4
conventional,0,0,1
converge,0,1,1
convergys,0,1,0
conversation,1,18,16
conversations,0,0,1
converse,0,1,0
conversion,2,1,6
convert,9,5,7
converted,1,0,1
converter,0,0,1
convey,1,2,1
conveyor,1,0,0
convict,4,0,8
convictio,0,0,1
conviction,1,0,3
convince,3,14,16
convinced,2,1,5
convincing,0,1,1
convincingly,0,0,1
convo,1,2,3
convocation,0,1,0
convos,0,2,0
cook,6,20,21
cookie,1,10,6
cookies,0,1,1
cooking,2,2,2
cookout,0,2,0
cooks,0,1,0
cool,18,175,34
coolamon,0,1,0
coolatta,0,0,1
coolbeans,0,1,0
cooler,1,0,2
coolestbeatle,0,1,0
coolkid,0,1,0
coolness,0,1,0
coolnesspersonified,0,1,0
cooly,0,1,0
coon,0,0,1
cooper,1,6,6
cooperate,1,1,2
cooperation,1,1,2
cooperative,0,0,1
cooperstown,0,1,0
coordinate,1,0,1
coordinator,1,4,1
coors,0,1,0
coot,0,0,1
cop,4,6,11
copa,1,2,2
copadelrey,1,0,0
cope,3,2,4
copeland,0,0,2
copenhagen,0,1,1
copi,0,1,0
copiague,0,1,0
copin,0,0,1
copol,0,1,0
copolitic,0,1,0
copp,0,1,1
coppa,0,1,3
coppaitalia,1,0,0
copped,0,1,0
copper,0,14,7
coppin,1,0,0
cops,0,0,1
copthorne,0,0,1
copy,7,27,27
copyright,1,0,2
coq,0,0,1
coquelin,0,0,1
cor,1,1,0
coraggio,0,0,1
coral,0,1,1
corbi,0,0,1
corbin,0,1,2
corby,0,0,1
corbyn,18,6,17
corbynleader,2,1,0
corbyntrump,0,0,1
cord,1,2,3
cordell,0,1,1
corden,1,0,0
cordle,0,1,0
cordless,0,1,1
core,1,3,10
coreformula,0,0,1
coren,2,0,0
corey,0,2,3
corinth,0,0,1
cork,0,6,4
corkbuzz,0,0,1
corker,1,0,0
corn,3,2,3
corncob,0,1,0
corne,0,0,1
cornell,0,2,1
corner,7,19,21
cornerback,0,0,2
cornetto,0,1,0
cornhole,0,0,1
cornhusker,0,1,0
cornrow,0,0,1
cornwall,1,2,0
corny,1,1,1
corona,0,1,0
coronal,0,1,2
coronation,0,0,1
coronel,0,1,0
corp,0,2,6
corporal,1,0,0
corporate,3,1,2
corporation,1,2,1
corps,1,1,1
corpse,0,0,3
corral,0,1,2
correa,1,0,0
correct,4,11,28
correction,1,2,4
correctional,0,0,1
correctly,1,3,6
correctness,2,1,0
correia,0,2,4
correlation,0,0,1
correspond,0,0,2
correspondent,0,1,4
corriere,0,0,2
corrigan,0,0,1
corrupt,5,1,1
corruption,2,1,3
corset,0,1,0
corsica,0,0,1
corsport,0,0,1
corsten,1,4,5
cortana,1,0,0
cortese,1,0,0
cortex,0,1,1
cortisone,0,1,1
corus,0,0,1
corvette,0,0,1
corvo,0,1,0
cory,0,2,0
cos,6,7,10
cosart,0,0,1
cosatu,2,3,7
cosburn,0,1,0
cosby,1,0,1
cosell,2,10,6
cosentino,1,0,0
cosgrove,0,0,1
cosi,0,0,1
cosmic,0,1,2
cosmo,0,1,3
cosmos,0,1,1
cosmostanza,0,1,0
cosn,0,1,0
cosplay,1,6,1
cosplayer,0,1,1
cosponsor,0,0,1
cost,18,13,33
costa,4,2,2
costas,0,0,1
costco,0,1,0
costello,0,2,0
costing,0,0,1
costly,0,0,1
costumbre,0,0,1
costume,7,19,17
costumes,0,1,0
costuming,0,1,0
cot,0,0,1
cotchery,0,1,4
cotham,0,0,1
cotonou,0,1,0
cottage,0,1,0
cottagers,0,0,1
cotto,1,0,0
cottocanelo,0,0,1
cotton,3,4,4
cottonwood,0,1,0
cotugno,0,0,1
cou,0,0,1
couch,2,12,8
cougar,1,8,2
cougarplex,0,0,2
cougars,0,1,1
cougartown,1,0,0
cough,1,5,8
coughcough,0,1,0
coughlin,0,0,1
coulda,0,0,2
couldbebythebeach,1,0,0
couldnthelpmyself,1,0,0
coulrophobia,0,0,1
coulson,0,1,1
coulsons,0,1,0
coulthard,1,0,2
coun,0,0,1
council,4,10,23
councillor,2,1,1
councilman,0,0,1
councils,0,1,0
counseling,1,0,0
counsellor,0,0,1
counselor,0,0,1
count,15,27,39
countdown,2,6,6
countdowntokickoff,0,1,0
counter,0,3,5
counterfeit,0,0,1
counterintuitive,0,1,0
counterpart,0,1,0
counterprotest,0,0,1
counterterrorism,0,0,1
counterweight,0,0,1
counties,0,0,3
counting,1,0,1
countingdown,1,0,0
countless,1,2,2
countries,0,1,0
countriesmalaysia,0,0,1
country,60,75,87
countryconcert,0,1,0
countryjam,0,1,0
countryside,1,0,0
county,1,23,51
countyamp,0,1,0
coup,2,3,3
coupe,0,0,2
couple,7,37,59
couples,0,0,2
couplet,0,1,2
coupon,1,3,2
courage,0,4,3
courageous,2,0,2
courcelle,0,1,0
courier,0,0,1
course,13,55,56
coursework,0,0,1
court,24,14,84
courteney,0,0,1
courtesy,0,6,8
courthouse,0,0,1
courtice,0,0,1
courtney,4,7,6
courtois,0,0,1
courtpublic,1,0,0
courtroom,0,0,1
courts,0,2,1
cous,0,2,0
cousin,7,20,23
cousins,0,0,2
couture,0,1,1
cove,0,1,0
covenant,1,1,0
covent,0,2,0
coventry,0,0,2
cover,20,92,82
coverage,5,12,35
covered,0,1,0
covergirl,0,1,0
covering,1,0,1
covers,0,0,2
coverstory,0,0,1
covert,0,1,1
covertly,1,0,0
coveted,0,0,1
covina,1,4,3
covington,1,0,0
covingtonla,0,1,0
cow,6,3,2
coward,1,2,4
cowardtigermemon,1,0,0
cowb,0,0,1
cowbell,2,1,0
cowboy,3,17,11
cowboys,12,27,30
cowboysandalien,0,2,0
cowboysnation,0,1,0
cowboysrforreal,0,0,1
coweta,0,0,1
cowfish,0,1,0
cowherd,0,0,1
cowl,0,0,1
coworker,2,4,4
cox,1,1,5
coxis,2,0,0
coy,1,2,0
coyb,0,2,0
coybig,0,1,2
coyg,0,3,0
coyle,3,0,0
coyote,0,0,1
coyotes,0,0,2
coys,0,1,4
coz,8,6,10
cozy,0,0,1
cp,0,0,2
cpc,4,0,2
cpfc,1,1,1
cph,0,0,1
cpi,0,0,2
cpl,1,0,1
cpr,0,0,1
cps,0,1,1
cpu,0,0,1
cq,0,0,1
cqnl,0,0,1
cr,2,3,10
cra,1,0,0
crab,0,0,4
crabtree,1,1,0
crac,0,0,1
crack,15,19,17
